,ECLI,Datum,verdachte
423,ECLI:NL:RBNNE:2015:6325,04-12-2015,"geboren op [geboortedatum] te [geboorteplaats] , thans gedetineerd [verblijfplaats] . Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van 20 november 2015. De verdachte is verschenen, bijgestaan door mr. B. Klunder, advocaat te Amsterdam. Het openbaar ministerie werd ter terechtzitting vertegenwoordigd door mr. R.G. de Graaf."
424,ECLI:NL:RBNNE:2014:5534,07-11-2014,"geboren op [geboortedatum] te [geboorteplaats], wonende te [adres]. Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van 24 oktober 2014. Tegen de niet verschenen verdachte is verstek verleend. Het openbaar ministerie werd ter terechtzitting vertegenwoordigd door mr. S.T. Kooistra."
425,ECLI:NL:RBNNE:2014:5532,07-11-2014,"geboren op [geboortedatum] te [geboorteplaats], wonende te [adres]. Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van 24 oktober 2014. De verdachte is verschenen, bijgestaan door mr. P.R. Logemann, advocaat te West-Terschelling. Het openbaar ministerie werd ter terechtzitting vertegenwoordigd door mr. S.T. Kooistra."
426,ECLI:NL:RBBRE:2012:BY1143,18-10-2012,"geboren op [datum en plaats] wonende [adres] gedetineerd in het huis van bewaring De Boschpoort te Breda raadsman mr. Sneep, advocaat te Breda Onderzoek van de zaak De zaak is inhoudelijk behandeld op de zitting van 4 oktober 2012, waarbij de officier van justitie, mr. Huizenga, en de verdediging hun standpunten kenbaar hebben gemaakt. Ter zitting is ook de vordering tot tenuitvoerlegging behandeld met bovenvermeld parketnummer."
427,ECLI:NL:RBROT:2019:673,09-01-2019,"geboren te Nablus (Jordanië) op [geboortedatum verdachte] , ingeschreven in de basisregistratie personen op het adres: [adres verdachte] , [woonplaats verdachte] , ten tijde van het onderzoek op de terechtzitting preventief gedetineerd in de Penitentiaire Inrichting Krimpen aan den IJssel te Krimpen aan den IJssel, raadsman: mr. E. van Reydt, advocaat te Amsterdam."
428,ECLI:NL:RBAMS:2021:2595,24-03-2021,"geboren op [geboortedag] 1987 te [geboorteplaats] ( [geboorteland] ), inschrijvingsadres in de Basisregistratie Personen: [BRP-adres] . nu gedetineerd in het [naam PI] ."
429,ECLI:NL:RBDHA:2018:12729,16-10-2018,", geboren op [geboortedatum] te [geboorteplaats] , thans zonder bekende woon- of verblijfplaats hier te lande."
430,ECLI:NL:RBZLY:2010:BN4455,22-07-2010,
431,ECLI:NL:RBAMS:2018:1807,14-03-2018,",geboren te [geboorteplaats] ( [geboorteland] ) op [geboortedatum] 1964,zonder vaste woon- of verblijfplaats in Nederland,thans verblijvende in de Penitentiaire Inrichting [plaats detentie] ."
432,ECLI:NL:RBAMS:2018:3794,17-05-2018,", geboren te [geboorteplaats] [geboorteland] ) op [geboortedag] 1974, zonder vaste woon- of verblijfplaats in Nederland, gedetineerd in het [detentieadres] ."
433,ECLI:NL:RBMAA:2010:BM2952,21-04-2010,"geboren [geboortegegevens], ingeschreven [adresgegevens]. Raadsman is mr. H.P. Ruysink, advocaat te Bunde. Onderzoek van de zaak De zaak is inhoudelijk behandeld op de zitting van 7 april 2010, waarbij de officier van justitie, de raadsman en de verdachte hun standpunten kenbaar hebben gemaakt."
434,ECLI:NL:RBHAA:2008:BG7903,19-12-2008,"geboren op [geboortedatum] 1966 te [geboorteplaats] (Somalië), ingeschreven volgens de GBA te [adres], thans gedetineerd in [Huis van Bewaring]."
435,ECLI:NL:RBUTR:2012:BY1136,01-10-2012,"geboren op [1991] te [geboorteplaats] thans gedetineerd in de P.I. Utrecht, Huis van Bewaring, locatie Nieuwegein"
436,ECLI:NL:RBLIM:2020:5758,05-08-2020,"geboren te [geboorteplaats] op [geboortedag] 1994, zonder vaste woon- of verblijfplaats hier te lande, thans gedetineerd in P.I. Vught, PPC te Vught. De verdachte wordt bijgestaan door mr. M.C.A. Schulpen, advocaat kantoorhoudende te 's-Gravenhage. Onderzoek van de zaak De zaak is inhoudelijk behandeld op de zitting van 22 juli 2020. De verdachte en zijn raadsvrouw zijn verschenen. De officier van justitie en de verdediging hebben hun standpunten kenbaar gemaakt."
437,ECLI:NL:RBOVE:2013:3494,10-12-2013,"geboren op [geboortedag] 1989 te [geboorteplaats],wonende te [woonplaats]."
438,ECLI:NL:RBAMS:2020:6150,30-09-2020,"geboren op [geboortedag] 1981 te [geboorteplaats] ( [geboorteland] ), zonder vaste woon- of verblijfplaats hier te lande."
439,ECLI:NL:RBUTR:2011:BU7811,06-10-2011,"geboren op  [1981] te [geboorteplaats] (Sovjetunie) wonende aan de [adres], [woonplaats]. raadsman mr. C.C. Polat, advocaat te Breukelen. Onderzoek van de zaak De zaak is inhoudelijk behandeld op de terechtzitting van 22 september 2011, waarbij de officier van justitie en de verdediging hun standpunten kenbaar hebben gemaakt. Ter terechtzitting is ook de vordering tot tenuitvoerlegging behandeld met bovenvermeld parketnummer."
440,ECLI:NL:RBAMS:2020:4759,26-08-2020,", geboren te [geboorteplaats] ( [geboorteland] ) op [geboortedag] 1987, ingeschreven in de Basisregistratie Personen op het (post)adres [adres 1] , [plaats 1] , ingevolgde de schorsingsvoorwaarden verblijvende op het adres: [adres 2] , [plaats 2] ."
441,ECLI:NL:RBAMS:2018:3249,01-05-2018,
442,ECLI:NL:RBAMS:2018:1408,08-03-2018,"geboren te [geboorteplaats] (Polen) op [geboortedag] 1993, zonder vaste woon- of verblijfplaats in Nederland, thans gedetineerd in Justitieel Complex [locatie te plaats] ."
443,ECLI:NL:RBAMS:2019:10031,26-09-2019,"geboren te [geboorteplaats] op [geboortedag] 1996, zonder vaste woon- of verblijfplaats in Nederland, gedetineerd in het [detentieplaats]"
444,ECLI:NL:RBALK:2012:BV6244,02-02-2012,
445,ECLI:NL:RBROT:2021:2866,25-03-2021,"geboren te [geboorteplaats verdachte] ( [geboorteland verdachte] ) op [geboortedatum verdachte] niet ingeschreven in de basisregistratie personen en zonder bekende vaste woon- of verblijfplaats hier te lande, ten tijde van het onderzoek op de terechtzitting preventief gedetineerd in de Penitentiaire Inrichting Haaglanden (PPC), raadsvrouw mr. R.G. Jagesar, advocaat te ‘s-Gravenhage."
446,ECLI:NL:RBROT:2020:1931,05-03-2020,", geboren te [geboorteplaats verdachte] op [geboortedatum verdachte] , niet ingeschreven in de basisregistratie personen, verblijvende op het adres [adres verdachte] , [woonplaats verdachte] , raadsvrouw mr. K.C. van Hoogmoed, advocaat te Haarlem."
447,ECLI:NL:RBNNE:2015:1238,30-01-2015,"geboren [geboorteplaats], wonende te [woonplaats], thans verblijvende te [verblijfplaats]. Het onderzoek ter terechtzitting heeft plaatsgehad op 16 januari 2015 Verdachte is verschenen en werd bijgestaan door mr. D. van den Broek, advocaat te Utrecht."
448,ECLI:NL:RBARN:2010:BL6501,03-03-2010,
449,ECLI:NL:RBMNE:2019:2775,20-06-2019,"geboren op [1981] te [geboorteplaats] , ingeschreven in de Basisregistratie Personen op het adres [adres] , [woonplaats] , gedetineerd in Detentiecentrum Schiphol HvB in Badhoevedorp."
450,ECLI:NL:RBDHA:2016:2941,22-03-2016,
451,ECLI:NL:RBNNE:2018:2664,02-07-2018,"geboren op [geboortedatum] 1978 te [geboorteplaats], wonende te [straatnaam], [woonplaats], thans gedetineerd te PI Leeuwarden. Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van 18 juni 2018. Verdachte is verschenen, bijgestaan door mr. K.B. Spoelstra, advocaat te Groningen. Het openbaar ministerie is ter terechtzitting vertegenwoordigd door mr. G. Wilbrink. Verder is verschenen M. Spijk, reclasseringsmedewerker."
452,ECLI:NL:RBGEL:2013:CA2705,11-06-2013,"geboren op [geboortedatum] te [geboorteplaats], zonder bekend GBA-adres, postadres: [postadres], verblijvende in [PI]. Onderzoek van de zaak Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van 28 mei 2013."
453,ECLI:NL:RBDOR:2008:BC7339,20-03-2008,"geboren in 1955, [adres en woonplaats], thans gedetineerd in de P.I. Zuid-West, locatie Dordtse Poorten, te Dordrecht. De rechtbank heeft de processtukken gezien en kennis genomen van de vordering van de officier van justitie en van hetgeen de verdediging naar voren heeft gebracht."
454,ECLI:NL:RBAMS:2020:4555,19-08-2020,
455,ECLI:NL:RBAMS:2020:3849,15-05-2020,", geboren te [geboorteplaats] ( [geboorteland] ) op [geboortedag] 1990, zonder vaste woon- of verblijfplaats in Nederland, gedetineerd in het Huis van Bewaring “ [locatie] ” te [plaats] ."
456,ECLI:NL:RBLIM:2019:8384,12-09-2019,"geboren te [geboorteplaats] op [geboortedatum] 1996, zonder bekende woon- of verblijfplaats hier te lande. De verdachte wordt bijgestaan door mr. L. Schyns, advocate kantoorhoudende te Maastricht. Onderzoek van de zaak De zaak is inhoudelijk behandeld op de zitting van 29 augustus 2019. De verdachte is niet verschenen. Wel is verschenen zijn gemachtigde raadsvrouw. De officier van justitie en de verdediging hebben hun standpunten kenbaar gemaakt."
457,ECLI:NL:RBAMS:2017:1366,16-02-2017,"geboren te [geboorteplaats 1] (Marokko) in 1978, thans uit andere hoofde gedetineerd in het “ [detentieplaats] . gedagvaard als: [alias] , geboren te [geboorteplaats 2] (Algerije) op [geboortedatum] 1981."
458,ECLI:NL:RBROE:2009:BJ4521,04-08-2009,"geboren [geboortedatum], wonende [adres], thans gedetineerd in [detentie adres]. Het onderzoek van de zaak Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van 21 juli 2009."
459,ECLI:NL:RBMNE:2016:3846,11-07-2016,
460,ECLI:NL:RBNHO:2013:8001,23-07-2013,"geboren op [geboortedatum] te [geboorteplaats], zonder vaste woon- of verblijfplaats hier te lande, niet verschenen Verder was aanwezig mr. Nuijten, advocaat te Haarlem, die niet bepaaldelijk was gemachtigd namens verdachte op te treden."
461,ECLI:NL:RBDHA:2018:5341,04-05-2018,", [geboortedatum] te Den Haag, [adres] ."
462,ECLI:NL:RBZUT:2008:BG5103,21-11-2008,"geboren te [plaats] op [1983], wonende te [adres en plaats], thans verblijvende in PI Overijssel (PIV) te Zwolle. Onderzoek van de zaak Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van  7 november 2008."
463,ECLI:NL:RBAMS:2019:8370,01-11-2019,"geboren te [geboorteplaats] ( [geboorteland] ) op [geboortedag] 1984, zonder vaste woon- of verblijfplaats in Nederland, gedetineerd in het [detentieadres] ."
464,ECLI:NL:RBMNE:2017:4150,30-06-2017,geboren op [1959] te Curacao wonende te [woonplaats] [adres]
465,ECLI:NL:RBMNE:2015:9543,11-12-2015,"geboren op [1964] te [geboorteplaats] , thans gedetineerd te [verblijfplaats] ."
466,ECLI:NL:RBUTR:2012:BY2541,05-11-2012,"geboren op [1977] te [geboorteplaats], [land] wonende te [woonplaats], thans gedetineerd in het Huis van Bewaring Wolvenplein te Utrecht. De verdachte is bijgestaan door mr. M.H.H. Meulenmeesters, advocaat te Utrecht."
467,ECLI:NL:RBUTR:2012:BW9198,21-06-2012,"geboren op [1965] te [geboorteplaats] thans gedetineerd in de P.I. Utrecht, Huis van Bewaring, locatie Nieuwegein raadsvrouwe mr. M.M. Helmers, advocaat te Utrecht Onderzoek van de zaak De zaak is inhoudelijk behandeld op de terechtzitting van 7 juni 2012, waarbij de officier van justitie en de verdediging hun standpunten kenbaar hebben gemaakt."
468,ECLI:NL:RBUTR:2010:BO7694,06-12-2010,"geboren op [1983] te [geboorteplaats] wonende aan de [adres], [woonplaats] thans uit anderen hoofde gedetineerd in PI Utrecht - Huis van Bewaring Wolvenplein raadsman mr. R. van Herwaarden, advocaat te Amersfoort Onderzoek van de zaak De zaak is inhoudelijk behandeld op de terechtzitting van 22 november 2010, waarbij de officier van justitie en de verdediging hun standpunten kenbaar hebben gemaakt."
469,ECLI:NL:RBZWB:2013:BZ6708,20-03-2013,
470,ECLI:NL:RBROT:2019:5522,11-06-2019,"geboren op [geboortedatum verdachte] , geboorteplaats en -land onbekend, ten tijde van het onderzoek op de terechtzitting preventief gedetineerd in de Penitentiaire Inrichting Ter Apel, raadsman mr. F.G.W.M. Huijbers, advocaat te Nijmegen, niet verschenen."
471,ECLI:NL:RBUTR:2012:BV0256,04-01-2012,"geboren op [1957] te [geboorteplaats], wonende aan de [adres], [woonplaats], thans verblijvende in de PI Utrecht, Huis van Bewaring Wolvenplein raadsvrouwe mr. P.M.A.C. van der Wouw, advocaat te Utrecht Onderzoek van de zaak De zaak is inhoudelijk behandeld op de terechtzittingen van 23 november 2011 en 21 december 2011, waarbij de officier van justitie en de verdediging op de laatste terechtzitting hun standpunten kenbaar hebben gemaakt. Ter terechtzitting zijn overeenkomstig artikel 285 van het Wetboek van Strafvordering de zaken onder voormelde parketnummers gevoegd."
472,ECLI:NL:RBDHA:2018:16234,02-05-2018,", geboren op [geboortedatum] te [geboorteplaats] , zonder bekende woon- of verblijfplaats hier te lande, thans verblijvende in het huis van bewaring [plaats] ."
473,ECLI:NL:RBMNE:2016:2582,26-04-2016,"geboren te [geboorteplaats] op [1956] , verblijvende in het HvB Nieuwersluis te Nieuwersluis."
474,ECLI:NL:RBUTR:2010:BO0346,22-09-2010,"geboren op [1966] te [geboorteplaats] wonende te [woonplaats] thans gedetineerd in de P.I. Utrecht, Huis van Bewaring, locatie Nieuwegein raadsvrouw mr. C.H. Dijkstra, advocaat te Amersfoort. Onderzoek van de zaak De zaak is inhoudelijk behandeld op de terechtzitting van 8 september 2010, waarbij de officier van justitie en de verdediging hun standpunten kenbaar hebben gemaakt. Als getuige-deskundige is reclasseringswerkster J. van Spaandonk gehoord."
475,ECLI:NL:RBUTR:2010:BN1668,18-06-2010,"geboren op [1977] te [geboorteplaats] wonende te [woonplaats], [adres] thans gedetineerd in de P.I. Utrecht, Huis van Bewaring, locatie Nieuwegein raadsvrouw mr. M. Ketting, advocaat te Amsterdam. Onderzoek van de zaak De zaak is inhoudelijk behandeld op de terechtzitting van 4 juni 2010, waarbij de officier van justitie en de verdediging hun standpunten kenbaar hebben gemaakt."
476,ECLI:NL:RBBRE:2009:BI9338,23-06-2009,"geboren op [datum en plaats] wonende te [adres] thans gedetineerd in het huis van bewaring De Boschpoort te Breda raadsman mr. Woodrow, advocaat te Goirle. Onderzoek van de zaak De zaak is inhoudelijk behandeld op de zitting van 9 juni 2009, waarbij de officier van justitie, mr. Tax, en de verdediging hun standpunten kenbaar hebben gemaakt."
477,ECLI:NL:RBROT:2006:AZ6544,29-12-2006,"geboren op [geboortedatum] te [geboorteplaats], ingeschreven in de gemeentelijke basisadministratie op het adres [adres], [woonplaats], ten tijde van het onderzoek op de terechtzitting preventief gedetineerd in de Penitentiaire Inrichting [naam Penitentiaire Inrichting], raadsvrouw mr. I. Saey, advocaat te Rotterdam. ONDERZOEK OP DE TERECHTZITTING Het onderzoek op de terechtzitting heeft plaatsgevonden op 14 december 2006."
478,ECLI:NL:RBNNE:2021:573,22-02-2021,"geboren op [geboortedatum] 1998 te [geboorteplaats] , wonende te [woonplaats] aan de [straatnaam] . Dit vonnis is gewezen naar aanleiding van het onderzoek ter terechtzitting van 8 februari 2021. Verdachte is niet verschenen; wel is verschenen mr. F.H. Kappelhof, advocaat te Delfzijl, die verklaard heeft uitdrukkelijk tot de verdediging te zijn gemachtigd. Het openbaar ministerie is ter terechtzitting vertegenwoordigd door mr T.H. Pitstra."
479,ECLI:NL:RBAMS:2019:9928,06-12-2019,"geboren te [geboorteplaats] ( [geboorteland] ) op [geboortedag] 1992, zonder vaste woon- of verblijfplaats in Nederland, gedetineerd in het [detentieplaats] ."
480,ECLI:NL:RBMNE:2016:2576,22-03-2016,"geboren te [geboorteplaats] op [1972] , verblijvende in [verblijfplaats] , te [woonplaats] ."
481,ECLI:NL:RBAMS:2017:3646,22-05-2017,", geboren op [geboortedag] 1976 te onbekend, zonder vaste woon- of verblijfplaats in Nederland."
482,ECLI:NL:RBGEL:2014:4439,16-07-2014,
483,ECLI:NL:RBZUT:2010:BN7828,21-09-2010,"geboren te [plaats, (Somalië) 1980)], wonende te [adres], thans gedetineerd in P.I. Vught PPC te Vught. Raadsman: mr. E.A.C. Sandberg, advocaat te Vorden. Onderzoek van de zaak Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzittingen van 3 augustus 2010 en 7 september 2010."
484,ECLI:NL:RBNNE:2020:3784,03-11-2020,"geboren op [geboortedatum] 1973 te [geboorteplaats], niet als ingezetene ingeschreven in de basisregistratie personen en zonder bekende feitelijke woon- of verblijfplaats, thans gedetineerd te [instelling]. Dit vonnis is gewezen naar aanleiding van het onderzoek ter terechtzitting van oktober 2020. Verdachte is verschenen, bijgestaan door mr. J.S. Özsaran, advocaat te Groningen. Het Openbaar Ministerie is ter terechtzitting vertegenwoordigd door mr. L. de Graaf. Daarnaast is de heer [naam 1], reclasseringswerker bij VNN, verschenen als deskundige."
485,ECLI:NL:RBUTR:2012:BY6870,30-11-2012,"geboren op [1992] te [geboorteplaats], wonende te [adres], [woonplaats], gedetineerd voor deze zaak te Penitentiaire Inrichting Utrecht, locatie HvB Wolvenplein. raadsman mr. J.P.W. Nijboer, advocaat te Utrecht. Onderzoek van de zaak De zaken zijn inhoudelijk behandeld op de terechtzitting van 16 november 2012, waarbij de officier van justitie en de verdediging hun standpunten kenbaar hebben gemaakt. Ter terechtzitting zijn overeenkomstig artikel 285 van het Wetboek van Strafvordering de zaken onder voormelde parketnummers gevoegd."
486,ECLI:NL:RBAMS:2019:4788,04-07-2019,", geboren te [geboorteplaats] op [geboortedag] 1995, ingeschreven in de Basisregistratie Personen op het adres [BRP-adres] , uit andere hoofde gedetineerd in de [detentieplaats] ."
487,ECLI:NL:RBAMS:2019:3140,09-04-2019,"geboren te [geboorteplaats] ( [land van herkomst] ) op [geboortedag] 1984, zonder vaste woon- of verblijfplaats in Nederland, thans gedetineerd in [detentieadres] ."
488,ECLI:NL:RBUTR:2012:BY2201,14-09-2012,"geboren op [1969] te [geboorteplaats] wonende te [woonplaats] gedetineerd in PI Utrecht, Huis van Bewaring locatie Nieuwegein raadsman mr. J.J. Weldam, advocaat te Utrecht. Onderzoek van de zaak De zaak is inhoudelijk behandeld op de terechtzitting van 31 augustus 2012. Verdachte is niet verschenen. Wel is verschenen zijn gemachtigde raadsman. De officier van justitie en de verdediging hebben hun standpunten kenbaar gemaakt."
